, Estimate, Std. Error, t value,Pr(>|t|)
mu,0.0406094323193173,0.0489519510534064,0.829577400807019,0.406777758477612
omega,0.0436902470406337,0.0057574674126066,7.58844886294434,3.24185123190546e-14
alpha1,-0.0809372890621615,0.0247616120675919,-3.26865992574419,0.00108058091594354
beta1,0.963100956327478,6.6613261455577e-05,14458.0964102734,0
gamma1,0.155608566653098,0.00132905720749078,117.081917750465,0
shape,1.32815710754432,0.0876268119556826,15.1569716836902,0
