, Estimate, Std. Error, t value,Pr(>|t|)
mu,0.00900150703589494,0.0603368247573751,0.149187615889493,0.881405591722858
omega,0.155243208715354,0.116070125921524,1.33749496248772,0.181061125518577
alpha1,0.0477925591614116,0.0231016131875852,2.06879748064933,0.0385650949497149
beta1,0.910577585551747,0.048606810519311,18.7335391033317,0
shape,1.21429369540043,0.0627620071658951,19.3475918032825,0
