, Estimate, Std. Error, t value,Pr(>|t|)
mu,-0.273834340188806,0.0381672327201152,-7.17459246251528,7.25197679685152e-13
archm,0.198775711539319,0.0191765992701431,10.3655350325228,0
omega,0.346635707402807,0.116326819954908,2.97984340616528,0.00288395771322247
alpha1,0.13162997332739,0.0441236868563434,2.98320432188603,0.00285247499282604
beta1,0.770544469759806,0.0610329352663249,12.6250600007592,0
shape,1.33064553063233,0.0817246729469036,16.282053909189,0
