, Estimate, Std. Error, t value,Pr(>|t|)
mu,-0.356007102523224,0.0328559874290388,-10.835379800778,0
archm,0.196241694792696,0.0123222190490951,15.9258404684104,0
omega,0.153168604718703,0.0660528280732212,2.31888034451624,0.0204015251660616
alpha1,0.0478125570193099,0.0161863427753902,2.95388264555996,0.00313803311835814
beta1,0.9111271876798,0.0275147713008469,33.1141108794807,0
shape,1.21052527255787,0.0629132881976511,19.2411699855018,0
