, Estimate, Std. Error, t value,Pr(>|t|)
mu,-0.222006786610156,0.251282663330342,-0.883494243764444,0.376969291244024
archm,0.180261110367681,0.141137871631582,1.27719872975146,0.201532095345041
omega,0.382051179856154,0.205699794916097,1.85732406788246,0.0632650622276736
alpha1,0.165897700630254,0.0771991125968561,2.14895864796521,0.0316376780792298
beta1,0.735230399476183,0.112590156319548,6.53014813648085,6.57047749541562e-11
